order_id,order_date,ship_date,ship_mode,customer_name,segment,country,market,region,product_id,category,sub_category,sales,quantity,discount,profit,shipping_cost,order_priority,year
MX-2011-118017,2011-05-22,2011-05-24,Second Class,Denny Blanton,Consumer,El Salvador,LATAM,Central,OFF-AR-10003816,Office Supplies,Art,45,4,0,12.08,7.5,High,2011
CA-2011-143840,2011-05-22,2011-05-29,Standard Class,Evan Henry,Consumer,United States,US,South,TEC-PH-10002660,Technology,Phones,136,2,0,34,6,Medium,2011
CA-2011-143840,2011-05-22,2011-05-29,Standard Class,Evan Henry,Consumer,United States,US,South,TEC-PH-10003171,Technology,Phones,45,1,0,12.59,2.24,Medium,2011
IN-2011-54120,2011-05-23,2011-05-23,Same Day,Kunst Miller,Consumer,Malaysia,APAC,Southeast Asia,TEC-PH-10002320,Technology,Phones,1121,9,0,55.89,235.28,High,2011
ID-2011-83982,2011-05-23,2011-05-26,Second Class,Shaun Weien,Consumer,New Zealand,APAC,Oceania,TEC-CO-10001196,Technology,Copiers,768,4,0.4,-358.49,111.94,Medium,2011
IN-2011-54120,2011-05-23,2011-05-23,Same Day,Kunst Miller,Consumer,Malaysia,APAC,Southeast Asia,FUR-CH-10000027,Furniture,Chairs,918,2,0,119.34,105.11,High,2011
IN-2011-83583,2011-05-23,2011-05-29,Standard Class,Bart Watters,Corporate,New Zealand,APAC,Oceania,TEC-PH-10000036,Technology,Phones,1272,2,0,152.64,70.16,Medium,2011
IN-2011-54120,2011-05-23,2011-05-23,Same Day,Kunst Miller,Consumer,Malaysia,APAC,Southeast Asia,FUR-CH-10002117,Furniture,Chairs,244,3,0,92.79,44.63,High,2011
IN-2011-83583,2011-05-23,2011-05-29,Standard Class,Bart Watters,Corporate,New Zealand,APAC,Oceania,TEC-AC-10000212,Technology,Accessories,441,4,0,39.6,28.8,Medium,2011
IN-2011-54120,2011-05-23,2011-05-23,Same Day,Kunst Miller,Consumer,Malaysia,APAC,Southeast Asia,TEC-AC-10001835,Technology,Accessories,84,2,0,11.76,27.65,High,2011
IN-2011-83583,2011-05-23,2011-05-29,Standard Class,Bart Watters,Corporate,New Zealand,APAC,Oceania,FUR-BO-10004681,Furniture,Bookcases,244,2,0,68.34,23.4,Medium,2011
US-2011-130379,2011-05-23,2011-05-28,Standard Class,Susan Gilcrest,Corporate,Argentina,LATAM,South,OFF-AR-10001850,Office Supplies,Art,290,14,0.4,-164.47,22.11,Medium,2011
US-2011-135881,2011-05-23,2011-05-27,Standard Class,Greg Tran,Consumer,United States,US,East,OFF-AP-10002118,Office Supplies,Appliances,208,1,0,56.2,17.78,Medium,2011
US-2011-155103,2011-05-23,2011-05-28,Standard Class,Sam Craven,Consumer,Brazil,LATAM,South,TEC-MA-10001731,Technology,Machines,186,4,0.6,-106.94,8.7,Medium,2011
MX-2011-165337,2011-05-23,2011-05-28,Standard Class,Sam Craven,Consumer,Mexico,LATAM,North,TEC-MA-10001305,Technology,Machines,465,4,0,171.84,8.22,Medium,2011
US-2011-105767,2011-05-23,2011-05-27,Standard Class,Andrew Roberts,Consumer,United States,US,East,TEC-PH-10003092,Technology,Phones,55,2,0.4,-10.12,4.88,Medium,2011
IN-2011-62331,2011-05-23,2011-05-29,Standard Class,Ricardo Emerson,Consumer,Australia,APAC,Oceania,OFF-LA-10000436,Office Supplies,Labels,39,5,0.1,-0.12,3.43,Medium,2011
IN-2011-83583,2011-05-23,2011-05-29,Standard Class,Bart Watters,Corporate,New Zealand,APAC,Oceania,OFF-LA-10003674,Office Supplies,Labels,64,6,0,21.06,3.05,Medium,2011
US-2011-135881,2011-05-23,2011-05-27,Standard Class,Greg Tran,Consumer,United States,US,East,OFF-BI-10000829,Office Supplies,Binders,18,5,0.2,5.84,2.02,Medium,2011
CA-2011-138513,2011-05-23,2011-05-27,Standard Class,Erica Hackney,Consumer,United States,US,West,OFF-PA-10003177,Office Supplies,Paper,13,2,0,6.22,1.85,High,2011
IN-2011-83583,2011-05-23,2011-05-29,Standard Class,Bart Watters,Corporate,New Zealand,APAC,Oceania,OFF-BI-10000287,Office Supplies,Binders,27,4,0,12.48,1.75,Medium,2011
US-2011-130379,2011-05-23,2011-05-28,Standard Class,Susan Gilcrest,Corporate,Argentina,LATAM,South,TEC-MA-10000122,Technology,Machines,40,2,0.4,-11.89,1.52,Medium,2011
US-2011-105767,2011-05-23,2011-05-27,Standard Class,Andrew Roberts,Consumer,United States,US,East,OFF-AR-10001246,Office Supplies,Art,21,9,0.2,2.38,1.26,Medium,2011
IN-2011-62331,2011-05-23,2011-05-29,Standard Class,Ricardo Emerson,Consumer,Australia,APAC,Oceania,OFF-EN-10000219,Office Supplies,Envelopes,7,1,0.1,1.31,0.5,Medium,2011
US-2011-105767,2011-05-23,2011-05-27,Standard Class,Andrew Roberts,Consumer,United States,US,East,OFF-BI-10000848,Office Supplies,Binders,3,2,0.7,-2.63,0.2,Medium,2011
US-2011-135881,2011-05-23,2011-05-27,Standard Class,Greg Tran,Consumer,United States,US,East,OFF-SU-10003002,Office Supplies,Supplies,5,2,0,0.15,0.07,Medium,2011
IN-2011-18385,2011-05-24,2011-05-26,Second Class,Rose OBrian,Consumer,China,APAC,North Asia,OFF-AP-10000647,Office Supplies,Appliances,3671,7,0,367.08,510.72,High,2011
IN-2011-18385,2011-05-24,2011-05-26,Second Class,Rose OBrian,Consumer,China,APAC,North Asia,FUR-TA-10001360,Furniture,Tables,1444,4,0.3,330.05,94.45,High,2011
MX-2011-148033,2011-05-24,2011-05-28,Standard Class,Corey Roper,Home Office,Brazil,LATAM,South,TEC-PH-10000106,Technology,Phones,850,2,0,119,94.06,Medium,2011
AG-2011-7710,2011-05-24,2011-05-27,First Class,Bryan Mills,Consumer,Algeria,Africa,Africa,FUR-SAU-10002255,Furniture,Bookcases,875,2,0,148.68,78.7,Critical,2011
IN-2011-11889,2011-05-24,2011-05-28,Standard Class,Doug OConnell,Consumer,Japan,APAC,North Asia,TEC-CO-10003759,Technology,Copiers,955,3,0,429.75,65.91,Medium,2011
IN-2011-11889,2011-05-24,2011-05-28,Standard Class,Doug OConnell,Consumer,Japan,APAC,North Asia,TEC-PH-10001321,Technology,Phones,978,7,0,205.38,40.25,Medium,2011
IN-2011-62184,2011-05-24,2011-05-28,Standard Class,Denny Blanton,Consumer,Indonesia,APAC,Southeast Asia,OFF-ST-10004228,Office Supplies,Storage,366,8,0.17,61.57,28.42,Medium,2011
IN-2011-36753,2011-05-24,2011-05-28,Standard Class,Mitch Willingham,Corporate,Australia,APAC,Oceania,TEC-AC-10002883,Technology,Accessories,253,4,0.1,87.1,25.62,High,2011
IN-2011-74616,2011-05-24,2011-05-26,Second Class,Erica Hackney,Consumer,Bangladesh,APAC,Central Asia,OFF-FA-10000581,Office Supplies,Fasteners,82,6,0,27,22.99,Critical,2011
IN-2011-18385,2011-05-24,2011-05-26,Second Class,Rose OBrian,Consumer,China,APAC,North Asia,OFF-PA-10003906,Office Supplies,Paper,82,6,0,37.08,21.16,High,2011
IN-2011-18385,2011-05-24,2011-05-26,Second Class,Rose OBrian,Consumer,China,APAC,North Asia,TEC-CO-10000778,Technology,Copiers,170,1,0,16.98,20.72,High,2011
IN-2011-36753,2011-05-24,2011-05-28,Standard Class,Mitch Willingham,Corporate,Australia,APAC,Oceania,OFF-AR-10001278,Office Supplies,Art,191,14,0.1,63.25,19.02,High,2011
MX-2011-148033,2011-05-24,2011-05-28,Standard Class,Corey Roper,Home Office,Brazil,LATAM,South,TEC-AC-10004051,Technology,Accessories,201,7,0,62.16,14.91,Medium,2011
CA-2011-143413,2011-05-24,2011-05-30,Standard Class,Resi Pölking,Consumer,United States,US,East,OFF-PA-10002319,Office Supplies,Paper,116,3,0,56.98,14.48,Low,2011
IN-2011-81658,2011-05-24,2011-05-27,Second Class,Helen Andreada,Consumer,New Zealand,APAC,Oceania,OFF-SU-10004791,Office Supplies,Supplies,112,4,0,37.92,12.58,High,2011
IN-2011-36753,2011-05-24,2011-05-28,Standard Class,Mitch Willingham,Corporate,Australia,APAC,Oceania,TEC-AC-10000860,Technology,Accessories,50,1,0.1,1.09,7.61,High,2011
IN-2011-81658,2011-05-24,2011-05-27,Second Class,Helen Andreada,Consumer,New Zealand,APAC,Oceania,OFF-LA-10003297,Office Supplies,Labels,22,2,0,7.98,4.89,High,2011
IN-2011-81658,2011-05-24,2011-05-27,Second Class,Helen Andreada,Consumer,New Zealand,APAC,Oceania,OFF-PA-10001733,Office Supplies,Paper,27,2,0,9.9,4.3,High,2011
UP-2011-1250,2011-05-24,2011-05-30,Standard Class,Larry Blacks,Consumer,Ukraine,EMEA,EMEA,OFF-AVE-10004909,Office Supplies,Binders,29,1,0,10.26,1.98,Medium,2011
IT-2011-1780558,2011-05-25,2011-05-29,Standard Class,Julie Creighton,Corporate,Italy,EU,South,TEC-AC-10002738,Technology,Accessories,698,6,0,209.34,42.03,Medium,2011
US-2011-123701,2011-05-25,2011-06-01,Standard Class,Frank Atkinson,Corporate,Honduras,LATAM,Central,FUR-CH-10004054,Furniture,Chairs,213,4,0.4,-77.97,28.69,Low,2011
MO-2011-5440,2011-05-25,2011-05-30,Second Class,Corey-Lock,Consumer,Morocco,Africa,Africa,OFF-FEL-10001865,Office Supplies,Storage,273,2,0,57.24,27.61,Medium,2011
IT-2011-1780558,2011-05-25,2011-05-29,Standard Class,Julie Creighton,Corporate,Italy,EU,South,TEC-PH-10002312,Technology,Phones,601,6,0.4,-370.51,26.54,Medium,2011
IT-2011-1780558,2011-05-25,2011-05-29,Standard Class,Julie Creighton,Corporate,Italy,EU,South,OFF-ST-10000085,Office Supplies,Storage,256,3,0.4,-102.37,17.28,Medium,2011
SF-2011-4660,2011-05-25,2011-05-30,Standard Class,Lauren Leatherbury,Consumer,South Africa,Africa,Africa,OFF-TEN-10002835,Office Supplies,Storage,205,1,0,57.27,15.07,Medium,2011
US-2011-155810,2011-05-25,2011-05-30,Standard Class,Phillip Breyer,Corporate,Honduras,LATAM,Central,FUR-TA-10004353,Furniture,Tables,193,2,0.7,-334.55,11.95,Medium,2011
SF-2011-4660,2011-05-25,2011-05-30,Standard Class,Lauren Leatherbury,Consumer,South Africa,Africa,Africa,OFF-KRA-10001807,Office Supplies,Envelopes,116,4,0,9.24,11.24,Medium,2011
SF-2011-4660,2011-05-25,2011-05-30,Standard Class,Lauren Leatherbury,Consumer,South Africa,Africa,Africa,OFF-BIN-10000712,Office Supplies,Art,103,2,0,19.5,9.87,Medium,2011
US-2011-130379,2011-05-25,2011-05-29,Standard Class,Janet Lee,Consumer,United States,US,Central,OFF-AP-10001394,Office Supplies,Appliances,76,2,0.8,-166.32,8.27,Medium,2011
SF-2011-4660,2011-05-25,2011-05-30,Standard Class,Lauren Leatherbury,Consumer,South Africa,Africa,Africa,OFF-SAN-10001634,Office Supplies,Art,102,2,0,13.2,7.52,Medium,2011
IT-2011-1780558,2011-05-25,2011-05-29,Standard Class,Julie Creighton,Corporate,Italy,EU,South,OFF-AR-10000833,Office Supplies,Art,60,2,0,13.68,6.03,Medium,2011
MO-2011-5440,2011-05-25,2011-05-30,Second Class,Corey-Lock,Consumer,Morocco,Africa,Africa,TEC-BEL-10003177,Technology,Accessories,82,1,0,4.89,2.47,Medium,2011
US-2011-130379,2011-05-25,2011-05-29,Standard Class,Janet Lee,Consumer,United States,US,Central,FUR-FU-10002553,Furniture,Furnishings,29,2,0.6,-24.19,2.45,Medium,2011
IT-2011-1780558,2011-05-25,2011-05-29,Standard Class,Julie Creighton,Corporate,Italy,EU,South,OFF-AR-10002991,Office Supplies,Art,24,1,0,4.56,0.98,Medium,2011
CA-2011-100391,2011-05-25,2011-05-29,Standard Class,Barry Weirich,Consumer,United States,US,East,OFF-PA-10001471,Office Supplies,Paper,15,2,0,6.73,0.31,Medium,2011
ES-2011-3517120,2011-05-26,2011-05-30,Standard Class,Gene Hale,Corporate,United Kingdom,EU,North,OFF-ST-10004020,Office Supplies,Storage,2859,14,0,171.36,83.05,Medium,2011
ES-2011-5540627,2011-05-26,2011-06-02,Standard Class,Cari Schnelling,Consumer,United Kingdom,EU,North,FUR-BO-10001287,Furniture,Bookcases,608,4,0.1,189.04,51.52,Low,2011
CA-2011-144029,2011-05-26,2011-05-31,Standard Class,Michelle Moray,Consumer,United States,US,Central,FUR-CH-10003981,Furniture,Chairs,360,2,0.3,-5.14,41.4,Medium,2011
ES-2011-5540627,2011-05-26,2011-06-02,Standard Class,Cari Schnelling,Consumer,United Kingdom,EU,North,OFF-AR-10000091,Office Supplies,Art,159,8,0.1,13.99,21.1,Low,2011
CA-2011-156349,2011-05-26,2011-05-30,Standard Class,Marina Lichtenstein,Corporate,United States,US,West,TEC-PH-10000441,Technology,Phones,202,2,0.2,20.16,20.96,High,2011
ES-2011-5540627,2011-05-26,2011-06-02,Standard Class,Cari Schnelling,Consumer,United Kingdom,EU,North,OFF-ST-10004377,Office Supplies,Storage,255,2,0.1,45.29,19.24,Low,2011
CA-2011-156349,2011-05-26,2011-05-30,Standard Class,Marina Lichtenstein,Corporate,United States,US,West,FUR-BO-10000362,Furniture,Bookcases,291,2,0.15,27.36,15.3,High,2011
IN-2011-74994,2011-05-26,2011-05-31,Standard Class,Andrew Gjertsen,Corporate,India,APAC,Central Asia,TEC-AC-10004016,Technology,Accessories,185,6,0,44.46,13.48,Medium,2011
CA-2011-129574,2011-05-26,2011-05-29,First Class,Dean percer,Home Office,United States,US,West,OFF-PA-10002893,Office Supplies,Paper,48,5,0,23.23,12.93,High,2011
CA-2011-156349,2011-05-26,2011-05-30,Standard Class,Marina Lichtenstein,Corporate,United States,US,West,TEC-PH-10002726,Technology,Phones,84,2,0.2,31.49,11.34,High,2011
MX-2011-151897,2011-05-26,2011-05-28,Second Class,Sheri Gordon,Consumer,Brazil,LATAM,South,OFF-BI-10000827,Office Supplies,Binders,52,5,0,13.9,8.7,High,2011
CA-2011-158029,2011-05-26,2011-05-30,Standard Class,Herbert Flentye,Consumer,United States,US,West,FUR-CH-10000988,Furniture,Chairs,225,2,0.2,22.53,8.34,Medium,2011
ES-2011-5540627,2011-05-26,2011-06-02,Standard Class,Cari Schnelling,Consumer,United Kingdom,EU,North,OFF-BI-10002511,Office Supplies,Binders,123,5,0.1,4.04,7.96,Low,2011
CA-2011-144029,2011-05-26,2011-05-31,Standard Class,Michelle Moray,Consumer,United States,US,Central,OFF-ST-10001837,Office Supplies,Storage,103,3,0.2,7.7,7.26,Medium,2011
ES-2011-3517120,2011-05-26,2011-05-30,Standard Class,Gene Hale,Corporate,United Kingdom,EU,North,OFF-SU-10002379,Office Supplies,Supplies,164,6,0,6.48,7.16,Medium,2011
IN-2011-47533,2011-05-26,2011-06-01,Standard Class,Bryan Davis,Consumer,India,APAC,Central Asia,OFF-SU-10001709,Office Supplies,Supplies,45,2,0,19.14,5.32,Low,2011
ES-2011-3366039,2011-05-26,2011-05-28,First Class,Shahid Hopkins,Consumer,France,EU,Central,OFF-AR-10002640,Office Supplies,Art,43,3,0,0.81,5.31,Medium,2011
IN-2011-74994,2011-05-26,2011-05-31,Standard Class,Andrew Gjertsen,Corporate,India,APAC,Central Asia,OFF-BI-10003265,Office Supplies,Binders,100,8,0,8.88,4.64,Medium,2011
ES-2011-3517120,2011-05-26,2011-05-30,Standard Class,Gene Hale,Corporate,United Kingdom,EU,North,OFF-ST-10001576,Office Supplies,Storage,46,2,0,15.3,4.35,Medium,2011
CA-2011-144029,2011-05-26,2011-05-31,Standard Class,Michelle Moray,Consumer,United States,US,Central,OFF-AR-10000716,Office Supplies,Art,13,3,0.2,3.18,1.02,Medium,2011
CA-2011-139192,2011-05-27,2011-06-01,Second Class,Lena Creighton,Consumer,United States,US,West,TEC-PH-10000486,Technology,Phones,1114,12,0.2,125.27,180.89,Medium,2011
CA-2011-124429,2011-05-27,2011-05-27,Same Day,Maya Herman,Corporate,United States,US,West,OFF-ST-10001809,Office Supplies,Storage,359,4,0,7.19,92.1,High,2011
ES-2011-1657853,2011-05-27,2011-05-30,First Class,David Philippe,Consumer,Germany,EU,Central,FUR-BO-10002182,Furniture,Bookcases,713,4,0.1,39.56,75.91,Medium,2011
ID-2011-46049,2011-05-27,2011-05-31,Standard Class,Rick Wilson,Corporate,Australia,APAC,Oceania,TEC-PH-10004358,Technology,Phones,735,12,0.1,-0.32,74.35,Medium,2011
ES-2011-1657853,2011-05-27,2011-05-30,First Class,David Philippe,Consumer,Germany,EU,Central,OFF-AP-10003717,Office Supplies,Appliances,324,6,0.1,-25.2,66.37,Medium,2011
ES-2011-1657853,2011-05-27,2011-05-30,First Class,David Philippe,Consumer,Germany,EU,Central,FUR-TA-10004132,Furniture,Tables,827,4,0.35,-394.57,64.87,Medium,2011
CA-2011-124429,2011-05-27,2011-05-27,Same Day,Maya Herman,Corporate,United States,US,West,FUR-TA-10002607,Furniture,Tables,567,10,0.2,-28.36,64.25,High,2011
ID-2011-46049,2011-05-27,2011-05-31,Standard Class,Rick Wilson,Corporate,Australia,APAC,Oceania,TEC-AC-10000398,Technology,Accessories,205,2,0.1,-22.78,13.7,Medium,2011
MX-2011-152597,2011-05-27,2011-06-02,Standard Class,Roy Collins,Consumer,Mexico,LATAM,North,FUR-FU-10003066,Furniture,Furnishings,88,2,0.4,-42.6,7.9,Medium,2011
ES-2011-3846264,2011-05-27,2011-05-31,Standard Class,Lisa Hazard,Consumer,Germany,EU,Central,OFF-FA-10004734,Office Supplies,Fasteners,100,6,0,32.76,7.79,Medium,2011
MX-2011-155530,2011-05-27,2011-05-30,First Class,Craig Carreira,Consumer,Mexico,LATAM,North,FUR-FU-10004823,Furniture,Furnishings,60,3,0.4,-25.01,7.6,High,2011
MX-2011-152597,2011-05-27,2011-06-02,Standard Class,Roy Collins,Consumer,Mexico,LATAM,North,OFF-ST-10001051,Office Supplies,Storage,130,4,0,32.56,7.02,Medium,2011
ES-2011-1657853,2011-05-27,2011-05-30,First Class,David Philippe,Consumer,Germany,EU,Central,OFF-BI-10001833,Office Supplies,Binders,44,6,0,13.5,5.79,Medium,2011
CA-2011-139192,2011-05-27,2011-06-01,Second Class,Lena Creighton,Consumer,United States,US,West,TEC-AC-10001606,Technology,Accessories,100,1,0,38,4.82,Medium,2011
US-2011-117058,2011-05-27,2011-05-30,First Class,Laurel Elliston,Consumer,United States,US,Central,OFF-BI-10004139,Office Supplies,Binders,17,6,0.8,-30.56,4.47,High,2011
ES-2011-1657853,2011-05-27,2011-05-30,First Class,David Philippe,Consumer,Germany,EU,Central,OFF-BI-10002570,Office Supplies,Binders,141,5,0,29.55,4.37,Medium,2011
RO-2011-7220,2011-05-27,2011-06-02,Standard Class,Mitch Gastineau,Corporate,Romania,EMEA,EMEA,FUR-TEN-10003349,Furniture,Furnishings,49,1,0,16.59,3.97,Medium,2011
MX-2011-152597,2011-05-27,2011-06-02,Standard Class,Roy Collins,Consumer,Mexico,LATAM,North,OFF-EN-10002674,Office Supplies,Envelopes,63,2,0,24,3.69,Medium,2011
MX-2011-152597,2011-05-27,2011-06-02,Standard Class,Roy Collins,Consumer,Mexico,LATAM,North,OFF-PA-10000745,Office Supplies,Paper,67,6,0,19.44,3.38,Medium,2011
MX-2011-152597,2011-05-27,2011-06-02,Standard Class,Roy Collins,Consumer,Mexico,LATAM,North,OFF-SU-10003040,Office Supplies,Supplies,44,2,0,6.52,2.76,Medium,2011
MX-2011-155530,2011-05-27,2011-05-30,First Class,Craig Carreira,Consumer,Mexico,LATAM,North,OFF-LA-10001484,Office Supplies,Labels,24,4,0,10.56,2.59,High,2011
MX-2011-152597,2011-05-27,2011-06-02,Standard Class,Roy Collins,Consumer,Mexico,LATAM,North,OFF-AR-10004173,Office Supplies,Art,14,2,0,6.16,1.32,Medium,2011
RO-2011-7220,2011-05-27,2011-06-02,Standard Class,Mitch Gastineau,Corporate,Romania,EMEA,EMEA,OFF-STO-10003098,Office Supplies,Fasteners,13,1,0,4.5,0.53,Medium,2011
MX-2011-152597,2011-05-27,2011-06-02,Standard Class,Roy Collins,Consumer,Mexico,LATAM,North,OFF-BI-10002222,Office Supplies,Binders,23,3,0,2.94,0.39,Medium,2011
IT-2011-3515682,2011-05-27,2011-05-30,First Class,Matt Collister,Corporate,Sweden,EU,North,OFF-EN-10003977,Office Supplies,Envelopes,46,11,0.5,-38.45,0.29,Medium,2011
MX-2011-155999,2011-05-28,2011-06-02,Standard Class,Harold Pawlan,Home Office,Mexico,LATAM,North,TEC-PH-10002127,Technology,Phones,1303,3,0,39.06,97.06,High,2011
IN-2011-74126,2011-05-28,2011-05-31,Second Class,Eric Murdock,Consumer,Indonesia,APAC,Southeast Asia,FUR-BO-10003301,Furniture,Bookcases,471,3,0.07,65.8,29.54,High,2011
CA-2011-108861,2011-05-28,2011-06-01,Standard Class,Magdelene Morse,Consumer,United States,US,West,OFF-BI-10003876,Office Supplies,Binders,137,4,0.2,51.36,8.29,Medium,2011
ES-2011-2520395,2011-05-28,2011-06-02,Standard Class,Joy Bell-,Consumer,United Kingdom,EU,North,TEC-AC-10002670,Technology,Accessories,54,2,0,12.42,5.75,High,2011
CA-2011-135993,2011-05-28,2011-06-02,Standard Class,Patrick Jones,Corporate,United States,US,West,TEC-PH-10001552,Technology,Phones,57,6,0.2,5.74,3.1,Medium,2011
MX-2011-168928,2011-05-28,2011-05-28,Same Day,Shirley Jackson,Consumer,Mexico,LATAM,North,TEC-AC-10004713,Technology,Accessories,54,3,0,10.26,0.93,Medium,2011
IT-2011-5629016,2011-05-30,2011-06-02,First Class,Toby Carlisle,Consumer,France,EU,Central,FUR-TA-10000347,Furniture,Tables,2229,7,0.35,-754.41,440.25,Critical,2011
CA-2011-103429,2011-05-30,2011-06-01,First Class,Laurel Workman,Corporate,United States,US,East,TEC-PH-10003505,Technology,Phones,464,5,0,134.56,123.97,Critical,2011
IN-2011-12288,2011-05-30,2011-06-04,Standard Class,John Stevenson,Consumer,India,APAC,Central Asia,TEC-PH-10003488,Technology,Phones,956,7,0,162.54,89.01,Medium,2011
CA-2011-103429,2011-05-30,2011-06-01,First Class,Laurel Workman,Corporate,United States,US,East,OFF-AP-10001005,Office Supplies,Appliances,236,3,0,77.86,73.89,Critical,2011
CA-2011-140473,2011-05-30,2011-06-03,Standard Class,Mark Cousins,Corporate,United States,US,Central,TEC-CO-10004202,Technology,Copiers,720,3,0.2,135,58.04,Medium,2011
MX-2011-156986,2011-05-30,2011-06-02,Second Class,Philip Fox,Consumer,Brazil,LATAM,South,TEC-PH-10004242,Technology,Phones,740,9,0,162.72,38.4,Medium,2011
MX-2011-146248,2011-05-30,2011-06-05,Standard Class,Liz Carlisle,Consumer,Brazil,LATAM,South,TEC-CO-10003262,Technology,Copiers,1198,5,0,165.6,34.75,Medium,2011
CA-2011-145800,2011-05-30,2011-06-05,Standard Class,Shahid Shariari,Consumer,United States,US,Central,FUR-TA-10001539,Furniture,Tables,355,3,0.5,-184.84,34.69,Medium,2011
MX-2011-146248,2011-05-30,2011-06-05,Standard Class,Liz Carlisle,Consumer,Brazil,LATAM,South,FUR-BO-10004980,Furniture,Bookcases,489,2,0,29.32,34.39,Medium,2011
IN-2011-12288,2011-05-30,2011-06-04,Standard Class,John Stevenson,Consumer,India,APAC,Central Asia,TEC-CO-10003982,Technology,Copiers,381,3,0,163.62,28,Medium,2011
MX-2011-154116,2011-05-30,2011-06-03,Second Class,Pierre Wener,Consumer,Mexico,LATAM,North,FUR-BO-10002352,Furniture,Bookcases,232,3,0.2,23.14,18.98,Medium,2011
IN-2011-86642,2011-05-30,2011-06-04,Standard Class,Fred Hopkins,Corporate,Australia,APAC,Oceania,OFF-PA-10001142,Office Supplies,Paper,204,6,0,46.8,16.94,Medium,2011
CA-2011-103429,2011-05-30,2011-06-01,First Class,Laurel Workman,Corporate,United States,US,East,OFF-PA-10001712,Office Supplies,Paper,40,4,0,17.98,12.9,Critical,2011
CA-2011-105872,2011-05-30,2011-06-06,Standard Class,James Galang,Consumer,United States,US,East,OFF-BI-10003684,Office Supplies,Binders,70,4,0.2,26.39,12.8,Low,2011
CA-2011-103429,2011-05-30,2011-06-01,First Class,Laurel Workman,Corporate,United States,US,East,OFF-BI-10004233,Office Supplies,Binders,26,2,0.2,8.95,7.86,Critical,2011
ID-2011-30642,2011-05-30,2011-06-03,Second Class,Randy Ferguson,Corporate,Philippines,APAC,Southeast Asia,OFF-FA-10000038,Office Supplies,Fasteners,55,6,0.45,-0.04,6.6,High,2011
ID-2011-81917,2011-05-30,2011-06-01,First Class,Art Ferguson,Consumer,New Zealand,APAC,Oceania,OFF-EN-10001044,Office Supplies,Envelopes,32,2,0.4,-14.89,6.49,High,2011
ID-2011-62884,2011-05-30,2011-05-30,Same Day,Joe Elijah,Consumer,Australia,APAC,Oceania,OFF-FA-10000353,Office Supplies,Fasteners,29,3,0.4,-6.41,6.19,High,2011
RS-2011-5800,2011-05-30,2011-06-01,First Class,Arianne Irving,Consumer,Russia,EMEA,EMEA,OFF-BIN-10002236,Office Supplies,Art,54,2,0,24.78,2.97,Medium,2011
RS-2011-5800,2011-05-30,2011-06-01,First Class,Arianne Irving,Consumer,Russia,EMEA,EMEA,OFF-CAR-10004886,Office Supplies,Binders,14,1,0,5.1,2.24,Medium,2011
MX-2011-154116,2011-05-30,2011-06-03,Second Class,Pierre Wener,Consumer,Mexico,LATAM,North,OFF-SU-10001368,Office Supplies,Supplies,22,3,0,9.3,1.75,Medium,2011
ID-2011-62884,2011-05-30,2011-05-30,Same Day,Joe Elijah,Consumer,Australia,APAC,Oceania,OFF-BI-10003340,Office Supplies,Binders,21,4,0.4,-6.14,1.66,High,2011
IN-2011-29067,2011-05-30,2011-06-03,Second Class,Shui Tom,Consumer,India,APAC,Central Asia,OFF-BI-10000168,Office Supplies,Binders,11,2,0,2.82,0.8,Medium,2011
RS-2011-5800,2011-05-30,2011-06-01,First Class,Arianne Irving,Consumer,Russia,EMEA,EMEA,OFF-STA-10000244,Office Supplies,Art,46,1,0,7.29,0.38,Medium,2011
CA-2011-146885,2011-05-30,2011-06-05,Standard Class,Ellis Ballard,Corporate,United States,US,South,OFF-PA-10001622,Office Supplies,Paper,14,3,0,6.13,0.35,Medium,2011
MX-2011-147816,2011-05-31,2011-06-04,Standard Class,Lela Donovan,Corporate,Mexico,LATAM,North,TEC-CO-10003048,Technology,Copiers,762,3,0,120.57,173.68,High,2011
RO-2011-9170,2011-05-31,2011-06-04,Standard Class,Craig Molinari,Corporate,Romania,EMEA,EMEA,TEC-NOK-10003562,Technology,Phones,1680,10,0,285.6,143.59,Medium,2011
IN-2011-81308,2011-05-31,2011-06-06,Standard Class,Erin Smith,Corporate,Australia,APAC,Oceania,OFF-AP-10000108,Office Supplies,Appliances,1245,4,0.4,62.18,106.4,Medium,2011
IN-2011-75218,2011-05-31,2011-05-31,Same Day,Amy Hunt,Consumer,India,APAC,Central Asia,TEC-AC-10001463,Technology,Accessories,383,8,0,68.64,65.04,Medium,2011
IT-2011-3076849,2011-05-31,2011-06-05,Standard Class,Jocasta Rupert,Consumer,Italy,EU,South,TEC-CO-10001567,Technology,Copiers,524,2,0,5.22,52.53,Medium,2011
MX-2011-140851,2011-05-31,2011-06-05,Standard Class,Jennifer Halladay,Consumer,Nicaragua,LATAM,Central,FUR-TA-10003497,Furniture,Tables,539,3,0.2,188.77,47.21,Medium,2011
CA-2011-166051,2011-05-31,2011-06-05,Standard Class,Jim Karlsson,Consumer,United States,US,South,TEC-PH-10002680,Technology,Phones,660,3,0,197.99,46.84,Medium,2011
RO-2011-9170,2011-05-31,2011-06-04,Standard Class,Craig Molinari,Corporate,Romania,EMEA,EMEA,FUR-BEV-10002369,Furniture,Tables,336,1,0,43.71,33.79,Medium,2011
